state,sex,race,age,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016
2.0,0.0,2.0,7.0,139.6978417266187,159.89041095890406,160.0,160.0,159.54285714285714,149.76063829787233,229.6682692307693,220.3809523809523,220.08979591836726,240.0,260.357388316151,249.91909385113263,300.26162790697686,299.92063492063494,340.247572815534,349.69162995594695,419.7504950495053,429.920810313076
2.0,0.0,3.0,-1.0,650.4618067921363,660.0903188477157,759.9763401172461,720.408052896304,719.496946582246,710.0707999363717,730.4151324448724,930.302337105489,909.7173635996039,860.0729757878026,979.9780505898897,910.2279105006667,990.1178780618494,1099.5621359319484,1099.8948566822091,1079.8595364690286,1279.7993368339971,1479.954315921154
2.0,0.0,3.0,0.0,0.0,9.99793956043956,0.0,9.997515527950311,20.0012012012012,9.998249708284714,10.000561167227835,10.0,10.002113048071843,9.99745287824758,9.998496240601504,10.0019617459539,20.001823154056517,19.996497373029772,20.003426124197002,10.000841396718553,20.002533783783782,19.99914893617021
2.0,0.0,3.0,1.0,19.997116077865897,29.995721925133687,29.997925311203318,39.99463986599665,39.994783175741766,29.99527559055118,30.0018176310209,39.998853539696185,49.99306518723994,39.99673202614379,50.00271370420624,29.998387096774195,49.997399219765924,50.00253164556962,80.00591424346969,70.00666825434627,70.0,79.99648042234934
2.0,0.0,3.0,2.0,49.997933030177755,49.98980839788015,109.97843137254903,70.00533333333333,60.00448765893792,39.99272197962154,60.00419727177335,80.01060304837641,40.005115089514064,100.00312402374259,40.00369458128079,59.99634146341464,50.0,79.99532983070638,60.006870884626395,69.99212598425197,129.99641971908568,90.00971397733404
2.0,0.0,3.0,3.0,29.996108949416342,49.984539270253556,89.9792507204611,50.01105583195135,79.98749348619073,99.98519249753207,59.994368840919755,120.01052170100833,99.97935590421137,80.00315581854044,210.01589103291707,79.9911111111111,70.0,120.0,100.00346020761243,69.9881636794048,89.99401794616149,130.00840607824117
2.0,0.0,3.0,4.0,79.99102132435466,70.0,59.99385245901639,60.02301054650049,59.994579945799465,59.98461538461539,59.98594847775176,69.9796067006555,110.00754975978037,90.0,80.0,119.97886083382268,159.99118457300273,120.02536997885836,110.02217741935483,120.01157742402319,159.9853345554537,250.02183406113542
2.0,0.0,3.0,5.0,59.955882352941174,59.94505494505494,70.0,80.02666666666666,80.0253164556962,60.0269058295964,79.94397759103641,109.92801047120419,79.95024875621891,60.02125147579692,80.0,109.98822269807282,100.01021450459655,129.96253602305478,139.9494128274616,150.02518891687657,170.0,139.97945707997067
2.0,0.0,3.0,6.0,100.0452488687783,59.92173913043479,60.09958506224066,60.069767441860456,49.944029850746276,69.87632508833923,80.02588996763755,120.14769230769228,139.7976878612717,110.02972972972975,89.88250652741516,90.09137055837564,120.11085450346417,129.9450317124736,129.94881889763778,119.91111111111108,139.9759450171821,199.83739837398383
2.0,0.0,3.0,7.0,40.22857142857143,50.21739130434782,40.0,30.08955223880597,29.86764705882353,40.114285714285714,40.21917808219178,40.20779220779221,50.17857142857143,50.0,70.0,70.06862745098039,70.0,69.76666666666667,80.0,80.0,89.82467532467533,100.17341040462428
2.0,1.0,0.0,-1.0,14269.854415422926,15800.26153777829,16520.098044314174,17059.30992096074,16340.484468092918,15689.475842345164,16220.229454868671,16259.423952947278,17839.38941873591,17319.95220113259,17579.502985149822,17909.93618703277,17660.35502183988,18129.751262936705,17989.754571487807,18950.16282517409,19209.828341233257,19489.9262872227
2.0,1.0,0.0,0.0,9.999456698902533,9.999893469692127,9.999707002636976,9.999905428409306,9.99971836274878,20.000376435159044,9.999714964370547,10.000095419847328,20.000566625743698,20.0,30.0,20.00037376191366,19.999818906193408,20.00035609365263,19.99982019239414,19.999817301543803,19.999623032701912,10.000097228974234
2.0,1.0,0.0,1.0,50.000237247924076,70.00134991804069,70.00034312043529,70.00102484017373,70.00034023524836,79.99885046460389,69.99836234325286,79.99816673541409,90.00164609053499,89.99835413523522,90.0,79.99963128543116,100.0,89.99958618787072,90.00123751031259,100.0,100.0004497818558,90.00120112104632
2.0,1.0,0.0,2.0,249.99805288367935,230.0,230.00090497737554,250.0029880478088,259.99578640304657,249.99694189602462,250.0040676863001,270.0044052863438,230.0038171106133,210.00357279571278,249.99890595597574,249.99441939372304,250.0034123481505,219.9949619858935,220.0030395136779,240.00333410511683,229.99892708867853,259.9987828285194
2.0,1.0,0.0,3.0,479.9917169974115,540.0067674826636,629.989966155683,689.9945854749476,589.9977332974757,619.9953383458646,619.9977307664154,680.0097247050412,640.0022637238261,670.0094101123593,740.0104486568524,679.9927674962781,680.0,709.9947413250381,709.9865489542289,719.9916811091854,690.0026852428394,660.0077775159084
2.0,1.0,0.0,4.0,1140.0,1389.9701091339189,1180.0121630675644,1299.993725263059,1180.0215357941343,1199.9948199948196,1280.015652386585,1299.994967677005,1499.9831549000507,1470.0053792952037,1419.9848047084013,1519.9788219722063,1490.015127415476,1519.9742477636198,1549.9739013301903,1650.0110231486121,1739.9827790973914,1789.9883493881825
2.0,1.0,0.0,5.0,2359.956564417175,2279.9719280965223,2590.0476307239583,2309.985961713769,2459.9557898520366,2390.027914038784,2380.0540203143596,2180.0119997798156,2399.9744789451397,2470.025011391832,2370.0,2509.9405860909806,2610.035561813068,2690.045483366453,2830.045332585808,2949.9549772978953,2990.0109159942913,3169.977778556638
2.0,1.0,0.0,6.0,4549.9224872231625,5229.825010455829,4920.04028494225,5259.915072253125,4920.118354582619,4310.102937664215,4929.923130895713,4819.8874007163795,4809.84956997655,4340.034055241699,4479.894239848898,4410.034656188634,4329.933292250779,4330.098000754433,4200.06174654511,4439.842273534613,4669.840374624022,4529.851553283523
2.0,1.0,0.0,7.0,4410.0,5010.490215264182,5820.0,6079.431510051448,5730.387773516761,5759.368143922813,5600.2369868810665,5879.52379024093,7059.589136760507,6969.869058801331,7069.619210053819,7320.0,6950.350596939737,7269.64490393998,7029.665025412874,7550.348033189804,7400.0,7530.109479499794
2.0,1.0,1.0,-1.0,299.59962710568925,299.64331756959444,329.3970254125577,379.94417703778004,349.91080176610353,350.22344287554864,359.5349047689113,370.3017968075826,380.38641619012594,429.7260796273427,450.22324721675625,439.97524745665055,469.8465298974375,500.0590419557785,529.4524283450241,530.0802815554636,590.4219067999882,580.2899470630942
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,3.0,10.003901170351105,9.995121951219513,10.002205071664829,19.99795081967213,19.998093422306958,19.998230088495575,20.0,10.000754716981133,19.994350282485875,29.996007984031937,30.005714285714284,29.99262899262899,29.992740471869332,10.001184132622853,19.995316159250585,19.996535796766743,20.00112676056338,20.00218102508179
2.0,1.0,1.0,4.0,10.006493506493506,9.99792531120332,19.996055226824456,19.989071038251367,20.01001669449082,20.0,19.986225895316803,30.0,29.989841986455986,30.00314465408805,39.99609375,30.00554528650647,29.997453310696095,40.012882447665056,59.98160919540231,70.0,100.01369863013697,70.00912646675359
2.0,1.0,1.0,5.0,30.009708737864077,29.95253164556962,30.035928143712574,40.03380281690141,30.008042895442358,20.01530612244898,29.993023255813952,30.00650759219089,30.01810865191147,49.97153700189753,49.97272727272727,60.010238907849825,59.980645161290326,70.01035502958581,80.01104972375691,70.0,70.0164705882353,89.99030172413794
2.0,1.0,1.0,6.0,49.88165680473373,39.97687861271676,49.945945945945944,49.896907216494846,49.974489795918366,49.951219512195124,49.90654205607477,50.0,50.08298755186722,60.0,49.91007194244604,59.97894736842105,69.93069306930693,69.93457943925233,70.02114803625378,70.0,80.0,80.03960396039604
2.0,1.0,1.0,7.0,39.82089552238806,49.77941176470588,49.705882352941174,60.08571428571428,59.91891891891891,60.15789473684211,59.84810126582279,60.21951219512196,60.139534883720934,59.68085106382979,60.239999999999995,70.0,80.0,90.07317073170731,89.63709677419354,90.06870229007633,90.25531914893617,90.18367346938776
2.0,1.0,2.0,-1.0,1309.662888076883,1560.1833585517695,1539.6839213308347,1370.3349767484985,1479.462921059811,1579.5579265478111,1779.4390110413522,2049.734705143435,1929.7166248980752,1910.0658420672735,1940.2255507953942,2120.201493822058,2240.157602998844,2250.234736195027,2569.447806294051,2469.7842914718285,2539.704248453424,2650.1161843936666
2.0,1.0,2.0,0.0,0.0,10.00034435261708,0.0,0.0,20.0,0.0,9.999563382331539,0.0,9.999721176634601,0.0,20.000533191149028,9.999478419611423,9.999628482972136,10.000117882824473,9.999887107699255,9.999891079403115,9.999572421165153,9.999683210137276
2.0,1.0,2.0,1.0,20.000580326917497,20.000745434215432,30.00106467926537,19.999318801089917,29.99975280158207,39.99968218655649,29.999090219863533,29.99934928783168,20.000561049161934,40.00082867205303,29.99958686221855,30.000206967919972,49.99827871109887,40.00082214305289,29.999594265620775,29.999201809232407,30.000391287335333,20.00012687940113
2.0,1.0,2.0,2.0,39.99850894632207,59.99928229665071,50.0,40.001716369877705,49.99948623099055,49.9985212933754,60.000560852495795,40.00070509430636,60.002015113350126,60.0,50.0,59.997681069799796,40.00030125018828,59.99867197875166,60.00174393256794,60.001713551335136,50.00140538261542,70.00096605023461
2.0,1.0,2.0,3.0,50.0,70.00267328623258,80.0,69.99423868312758,69.99891523322486,109.99840278786121,69.99527601565663,149.99811273276296,130.00458499882438,119.99866146123811,139.99256900212313,130.0039991796554,130.00512517248174,109.99894545105936,139.9973970437854,140.00126399422174,149.99737095784775,160.0
2.0,1.0,2.0,4.0,130.01381509032944,260.01769911504425,139.98231206569807,110.0,100.00817884405672,120.00912778904667,140.0032588454376,189.9959332191781,169.99661624203821,149.99162479061977,199.99650166171074,210.0139883430474,199.98452012383896,209.98766881972995,260.0036343304444,300.00397983550005,269.9932152280437,319.98088410991653
2.0,1.0,2.0,5.0,149.96793158738643,170.01775456919052,240.03603603603614,199.97133301481136,289.97330878969143,210.0,239.9604449938194,269.94751166407474,230.01686835350188,270.0371517027865,280.02715809893283,299.9813432835822,350.0304436068425,310.0,359.9817490494294,330.0,319.99287622439874,320.0200333889818
2.0,1.0,2.0,6.0,279.93812154696144,299.9680511182107,339.9007782101167,310.02823315118405,290.0,399.9345870809482,459.89497716894937,470.03347578347547,399.9459093982424,409.894261766602,400.0495970241786,519.87619047619,480.02736602052477,419.90869565217434,579.8482469911044,469.88337468982616,530.0249999999995,529.9045475011261
2.0,1.0,2.0,7.0,299.7810218978101,270.19217081850536,229.84615384615378,220.28852459016383,239.63302752293572,269.6860465116279,349.71849865951714,449.77832512315297,499.7742663656881,400.1684210526315,380.1487279843444,370.27560521415273,440.0733333333333,550.3348554033493,569.6797752808981,579.9252577319585,639.7708830548922,660.2197558268584
2.0,1.0,3.0,-1.0,490.012431931509,449.86720738405427,529.6204977354754,559.6887114044836,599.6841485678307,610.1410801850022,660.0270168030155,699.8479768612727,719.4790792660174,779.7923310059873,789.9224223941549,739.9289126041461,820.3152708231453,819.7542400985624,960.2130744591253,979.8928731797881,989.8132578411274,1050.2416316488204
2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,9.999056010069227,10.00122699386503,0.0,10.000831024930747,0.0,10.000264480296218,10.000262536098713,9.998692468619247,10.001024327784892,10.00050150451354,10.000737100737101,0.0,0.0,0.0
2.0,1.0,3.0,2.0,20.0,9.998209810239885,20.002799160251925,10.00068376068376,20.000669568128558,19.998039856256124,19.998110236220473,30.001813784764206,9.998535013184881,20.001711351968055,29.997466929355475,10.001115137998328,30.003263530051672,29.996820349761524,20.00156821745949,30.00076903358113,20.00100908173562,20.000989364333417
2.0,1.0,3.0,3.0,30.003115264797508,20.002983590253606,30.001385041551245,29.996036988110966,20.00337410375369,49.995993589743584,70.0,40.00286225402505,49.99319727891156,49.99504623513871,69.98877485567672,30.0,50.00618620476338,50.00303674460977,90.0107302533532,60.001755412521945,80.00227855311878,70.0
2.0,1.0,3.0,4.0,19.998244073748904,19.993191489361703,40.00956937799043,40.006006006006004,49.99297752808989,39.98689384010485,39.98804542737597,60.003302146395164,89.97673216132368,69.98304263565892,70.006416131989,59.99205298013245,109.9864476386037,89.9893280632411,100.0,100.0,99.98259052924793,119.9920026657781
2.0,1.0,3.0,5.0,69.96143250688706,70.00948509485096,70.03603603603602,79.99029126213593,79.9907514450867,89.99005524861879,100.02109704641352,70.02772277227723,69.98670465337133,119.98937112488927,80.01350210970465,110.00885668276975,100.01498127340824,90.00627615062763,130.03412073490813,129.97621951219512,109.97509903791737,110.0115243583028
2.0,1.0,3.0,6.0,80.02597402597404,69.97846153846153,70.06086956521739,80.08815426997245,90.04736842105262,79.96088019559902,99.88738738738738,99.89517819706498,119.90643274853801,120.0,129.88734835355285,130.06598984771577,110.0520504731861,139.95870206489678,130.03621169916437,189.90218790218788,169.89721886336162,200.091220068415
2.0,1.0,3.0,7.0,50.0,49.955357142857146,69.75862068965517,69.76666666666667,79.7377049180328,70.16535433070867,60.13636363636364,109.9230769230769,109.78289473684212,109.86335403726706,130.07558139534885,119.87027027027027,130.195,129.88018433179724,150.06276150627616,170.0,190.0,200.12903225806446
3.0,0.0,0.0,-1.0,11359.750198188083,11390.112506598385,11050.828799206165,11129.413043263998,10868.963427204204,10770.380154794435,10829.63137305812,10940.029493483491,11309.973326246445,11929.928330159755,11769.366631573432,11630.230306995047,11959.83044704621,11999.552458949553,12140.336272040066,12790.043121797042,12440.37889358252,13210.361318804757
3.0,0.0,0.0,0.0,49.99849939975991,49.996250749850034,60.00172018348623,59.999151703661816,60.00251994960101,70.0,70.0,70.00304436068426,69.9959630911188,59.99827064418505,60.0,50.001423284941644,59.99589266155531,59.99756526443933,60.001624035728796,59.99673158109765,50.00208159866777,39.99829302987198
3.0,0.0,0.0,1.0,160.0,179.99604221635883,159.99879951980796,170.0012890506521,180.00410927631074,179.99590723055937,179.9959291368262,170.00509172594536,179.99322493224935,169.9974457215836,180.00405496733504,180.00405101275322,179.9946496247306,180.00266844563043,180.0,169.9950084416061,179.99736205759507,180.0039195761051
3.0,0.0,0.0,2.0,370.0046655318077,360.0090537566804,360.00687854276816,360.0,349.9930679342442,340.0,320.00215822485995,319.99349593495936,310.0085211654755,320.00671469539077,290.00414492960743,270.00391077636135,320.0047000073439,299.99111242778844,320.0023882379282,300.0,300.0,309.98819677124584
3.0,0.0,0.0,3.0,690.0196217830229,740.0154736181785,760.0154033238763,769.9895910780664,869.9941595059086,810.0,810.0212152959666,830.0213821085835,939.98801020408,880.0111237517372,879.972391290708,830.0,969.9938549255633,840.0,819.9783897746754,880.0,799.9782549605877,770.0
3.0,0.0,0.0,4.0,1320.0246936675726,1269.9883379247015,1350.0,1380.0354057983388,1449.976037018677,1470.0469573550579,1480.0,1509.988569265706,1579.9415982849087,1679.951048951045,1610.0461946775672,1730.0122218297458,1739.9520429959384,1760.0489705063972,1709.988109310892,1859.9742239467926,1840.0126304228404,2000.0
3.0,0.0,0.0,5.0,2409.910530874882,2470.121824907535,2330.0857247976596,2250.082649687771,2099.8987707881415,2149.9488156171856,2210.0,2160.048841153198,2190.07242063492,2400.1020516636618,2539.921215880888,2369.9517409896102,2449.95092638959,2419.907783176138,2650.024491682086,2579.9303016659137,2729.903490941219,3100.0270128964858
3.0,0.0,0.0,6.0,3419.62639283371,3379.632688545974,3070.1981923821704,3240.0,2960.0,2759.769808173459,2939.9394563426827,2890.1175991861683,2859.827572347285,3229.870696557254,3009.940666272415,2939.9425893380094,2950.2257941063767,2939.7782387328007,2890.1603180473276,3280.0,3100.164369035002,3230.055921052647
3.0,0.0,0.0,7.0,1950.1709027169138,1910.3273350471347,1920.4902127659586,1899.3570219966139,1899.2096505823695,1970.6427406198952,1839.7104642014162,2019.8480060195664,2160.159057437414,2170.0,2179.5474048442848,2140.2880215343253,2209.7157556270145,2399.850931677004,2350.143555284064,2480.1471810089106,2280.2643478260884,2410.2741751990848
3.0,0.0,1.0,-1.0,1660.3599310740722,1619.321064522076,1559.607364588508,1449.575058830663,1699.8512966032918,1509.474777105726,1619.433403584839,1539.410041203206,1680.2811048094698,1640.3918068689163,1729.5479598805102,1628.9639652818346,1530.5647541196756,1690.6821812508617,1780.0447600459308,1720.5010318457998,1650.484593376314,1540.471123119666
3.0,0.0,1.0,0.0,10.001209189842806,9.998199279711885,19.99542595769011,10.001113585746102,9.99783315276273,19.995698924731183,0.0,9.99728555917481,10.001097694840833,9.999445061043286,9.997212931995541,10.001661129568106,10.0,10.00100150225338,20.00097608589556,10.001936108422072,0.0,0.0
3.0,0.0,1.0,1.0,30.00229182582124,39.99390476190476,40.00155098875533,40.0,39.99847094801223,39.993996247654785,30.00109849871842,30.0,49.99475524475525,39.99862919808088,39.99464882943144,30.0,30.002916396629942,30.00290885585003,39.994902835297864,49.99685237645578,19.997530101883296,19.9969960949234
3.0,0.0,1.0,2.0,139.9950231070032,79.9943161634103,79.99146818343405,69.98736462093862,69.99742552408973,59.99330357142858,39.99548872180451,60.0,59.99088492214205,59.99310080490609,60.00231124807396,89.98954298993029,40.00624024960999,70.010878010878,89.9895752895753,69.9893088965254,60.004511278195494,49.99440089585666
3.0,0.0,1.0,3.0,170.03244274809157,159.98550067965564,119.98979591836735,110.0,229.95484884177466,169.9804672539257,190.01425356339084,169.9813664596273,240.02612481857756,169.98786581013562,199.96465182043136,129.98167077899186,139.98999642729547,150.0219860754856,159.9820292025459,120.0137825421133,130.0,89.9893280632411
3.0,0.0,1.0,4.0,119.96682027649767,160.02857142857144,160.04071246819336,170.01358912869705,269.93886792452815,189.96008403361338,329.93567251462,229.97257006559346,270.03028603477287,290.0610526315788,350.0346020761244,300.0283419933869,260.0232246538633,370.06393088552943,340.05723905723875,359.92592592592587,350.0,320.0514262756127
3.0,0.0,1.0,5.0,269.8223684210527,259.8955823293173,240.0,210.1115537848606,200.0,189.8789808917197,180.06716417910448,219.92000000000004,219.94817432273277,240.08135593220328,280.0310765815759,280.0302049622437,290.05936540429906,300.0877192982459,310.1129326047358,359.9694137638063,319.87301587301585,299.9327354260089
3.0,0.0,1.0,6.0,280.06263982102894,269.7556561085972,239.8904109589042,269.9379310344828,290.2666666666666,269.93632075471675,259.68750000000006,239.77088305489266,259.81294964028785,250.17942583732076,230.05555555555563,199.9518072289157,189.86428571428567,209.95116279069762,229.84137931034482,210.1887640449438,220.09442060085826,230.09603340292287
3.0,0.0,1.0,7.0,230.2513661202187,219.74857142857138,209.74698795180717,189.63461538461533,169.76712328767124,179.8741258741258,179.87323943661977,169.87500000000006,160.3664122137405,160.0,149.57142857142858,149.4827586206896,140.38095238095235,140.27631578947367,130.16666666666666,130.33548387096775,120.30188679245283,110.20886075949365
3.0,0.0,2.0,-1.0,10.0,19.642857142857142,19.995860927152318,29.858373600029964,39.50401069518717,40.10501247522444,39.92175630891511,39.9262539314683,40.07709712278806,49.80952000769526,59.95026192593535,50.02614227365831,59.48727399309599,59.930024414064874,69.99117654136393,80.03242270088117,99.87096203485726,99.77266873867434
3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99748743718593
3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,-1.0,0.0,9.909090909090908,10.007142857142858,10.027397260273972,10.051282051282051,10.166666666666666,19.969359619494035,19.37704498977505,20.012159110647907,30.0,20.01136260339969,29.699265381083563,29.91912960306074,29.992805755395683,29.997810396561512,39.868551957285824,39.88297691910626,49.581545438688295
3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,0.0,-1.0,11460.667382034928,11549.353025785718,11119.9010699788,11140.036341814044,11640.272475247977,11259.733673099356,11260.559311897636,11050.531710153336,11239.689565453276,11609.390631344364,11590.341935663564,11409.454901463734,11760.2552812379,11769.301642049077,11950.616249093251,12009.748727783273,11929.802610305855,12289.797932507612
3.0,1.0,0.0,0.0,9.999387911247132,10.000609849062357,10.0,9.999436460974923,10.0,19.999152422658568,9.999713999714,9.999272197962155,10.000586682311528,9.999561979851073,9.999565217391304,9.99971264367816,10.0,10.000545107658763,10.000548772122377,0.0,0.0,10.000148279952551
3.0,1.0,0.0,1.0,59.99821760118827,59.99776035834267,50.0011461755941,59.99907271462793,59.99860939431397,50.0,50.0,59.99817974971559,60.001822323462406,59.99771845767739,59.99954441913439,50.001518257040914,59.99909808342729,59.9986498649865,69.998955535661,80.00177422931914,60.0,89.9973871389171
3.0,1.0,0.0,2.0,169.99466046862236,179.99661038227362,180.00229372411596,189.99381631191827,180.0,199.99731723675384,189.9974294798078,180.0012270775104,180.00372567959155,180.00253503274413,200.0,170.00372888791395,179.99600827912477,200.00148831671373,199.995514354067,170.00384586381116,190.00288293756162,180.00137415069852
3.0,1.0,0.0,3.0,389.9892584176825,389.9868163072137,459.9939727463317,429.9971766250825,459.99399124812254,419.9918250827222,490.0031408243068,489.9845484359239,490.01222936295045,500.01237776952564,530.0,490.0090539541759,589.9852324635502,559.9892644897432,569.9814211212522,509.98983861327,540.0109090909094,560.0038193970802
3.0,1.0,0.0,4.0,889.984536530276,800.0204795631021,740.0124036205171,889.9786928417504,910.0,890.0,880.0064088558726,919.9869392390668,950.0264329437971,969.9866977509612,980.0264061973745,919.9878105332879,1089.978918187091,1109.9711800597186,1099.9857300382716,1140.0295547345906,1140.0146670955298,1140.0145547398654
3.0,1.0,0.0,5.0,1750.0730307772535,1570.0328692557348,1660.0,1609.9830204598234,1549.9512118350626,1549.9838927569317,1540.0474040632078,1529.9540632505973,1609.968474642651,1670.0476190476159,1659.9385412810077,1739.9682510719847,1750.015702108564,1839.921682131603,1939.9519841597194,2069.9833774994017,2039.951852725989,2079.9678267594654
3.0,1.0,0.0,6.0,3250.186781609203,3299.810126582301,3280.1886683922844,3059.956021845354,3219.8610471806514,3159.77177524195,3159.954229432192,3030.0878388172196,2939.828945454551,3039.911627906986,2859.958369723441,3029.912199362488,2859.876261897911,2800.162037037052,2890.1661635762716,2849.8788437013004,2869.839418100416,2989.9588720770357
3.0,1.0,0.0,7.0,3980.422206506391,4269.551941238178,3779.7371349096243,3970.1384722706375,4340.454767726129,4030.0,4060.5625216487674,3890.5239057238773,4079.8648111332323,4269.438896189198,4350.424943015281,4039.608274078876,4200.403716757427,4129.34548335971,4170.5283496991,4229.867605633759,4090.0,4149.871477237574
3.0,1.0,1.0,-1.0,1809.9924018803877,1710.5243538823447,1670.2529989933398,1660.6580562402276,1560.1703750124486,1580.1619854412313,1539.749261090786,1629.2390312686002,1449.07015389723,1590.226880825868,1519.1220822123391,1560.0720776717744,1599.5589437457897,1550.4299100316032,1520.0662401953157,1530.059583986735,1549.9092152858761,1599.8041220974403
3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,1.0,1.0,9.998694090760692,9.999347045380347,10.000330578512397,9.999344692005243,9.999346832135858,9.998723268432812,9.998444306160547,0.0,10.001200120012001,10.00089365504915,9.999415887850468,0.0,10.00086430423509,9.99884991374353,9.998850244323082,10.0,10.0,0.0
3.0,1.0,1.0,2.0,39.99759108702198,39.9952023988006,40.00120373156786,29.99907862407862,50.0,39.99368686868687,40.00387096774193,50.00322268772156,29.996074582924436,30.003963011889034,40.00267379679144,40.0,39.99329309188464,30.00199933355548,39.9960343688037,50.00651678071033,50.0,40.00381194409149
3.0,1.0,1.0,3.0,100.01271186440677,120.01947261663288,109.98750946252837,109.9880694143167,109.98848569434749,130.01752021563343,109.99640522875814,110.00350206940462,109.9827909887359,119.99261083743846,129.98400984009837,119.98900091659026,120.00740512187598,110.00692041522491,80.00254452926208,89.99707792207792,90.00891383294817,79.99196787148594
3.0,1.0,1.0,4.0,169.9377289377289,109.96031746031748,119.99160839160841,140.0093770931011,109.97168597168596,119.97815533980582,130.0296803652968,130.02065677966104,129.9741679085941,159.98506766215584,149.96736292428199,160.0199584199584,220.0257209664847,199.97767026423517,209.97723165883627,219.96913363732017,209.97846153846143,230.03096600471233
3.0,1.0,1.0,5.0,250.0218150087262,240.0424403183023,230.04132973944303,210.05769230769224,180.0,189.91284403669727,170.0466179159049,189.94901610017882,169.92484526967286,190.0,189.93548387096777,189.92050209205024,170.04132901134523,209.9838337182448,189.94440380395017,229.92107069320514,230.02975420439842,249.95440729483266
3.0,1.0,1.0,6.0,420.10294117647055,389.95131086142305,370.09113300492635,350.04289215686276,319.8031980319804,299.92481203007515,259.86785260482833,339.82806573957,229.85161290322588,309.96060991105475,249.86559139784953,300.0,260.0,279.9618528610353,259.9646739130433,240.13096862210085,260.0,269.96456692913387
